review_id,review_text,rating,sentiment,category,verified_purchase
REV-095270,Unprofessional and incompetent team doing the plumbing repair. The left a huge mess behind is unacceptable. Owner threatened us when we asked for a revised invoice.,1,0,Services & Professional,True
REV-064295,External ssd review: Deep rich bass. Extremely pleased with the high speed and. Well worth the investment for daily remote work.,4,1,Consumer Tech & Electronics,True
REV-085294,One star! The unresolved underlying issue of this haircut and styling is horrific. Overcharged by hundreds for an unfinished. Had to hire a second company to fix their mistakes.,1,0,Services & Professional,False
REV-034000,Horrendous management and inedible smash burger. The rude and dismissive staff is unacceptable. Dirty glasses and unhygienic restrooms.,2,0,Hospitality & Food,True
REV-095550,Do not recommend this car detailing at all. Suffers from disrespectful attitude. Had to hire a second company to fix their mistakes.,2,0,Services & Professional,False
REV-033965,"Really happy with the grilled steak. It offers prompt delivery, and the staff made our anniversary feel truly special.",4,1,Hospitality & Food,True
REV-011840,Do not recommend this leather boots at all. Suffers from itchy material. Fell apart after the very first wash.,2,0,Retail & Apparel,True
REV-023340,Zero stars if I could for this running sneakers. The completely inaccurate sizing is unacceptable. Save your cash and look elsewhere.,1,0,Retail & Apparel,True
REV-057870,One star! The distorted microphone sound of this smartwatch is horrific. Do not buy this! Constant hardware failure on the. Crashes my PC every time it connects.,1,0,Consumer Tech & Electronics,True
REV-082692,One star! The disrespectful attitude of this plumbing repair is horrific. Avoid this company at all costs for your. Had to hire a second company to fix their mistakes.,2,0,Services & Professional,True
REV-003182,Total regret buying this skinny jeans. The bad odor is unacceptable. Customer service refused to offer an exchange.,1,0,Retail & Apparel,True
REV-022546,Stay away from this cotton hoodie. Encountered loose threads. Returning this immediately.,2,0,Retail & Apparel,False
REV-094208,Scam alert! Had a horrific experience with the accounting consultation. The left a huge mess behind is unacceptable. Unacceptable incompetence from start to finish.,1,0,Services & Professional,True
REV-084873,Five stars! The expert craftsmanship of this lawn maintenance blew me away. Highly impressed with the professionalism during the and finished ahead of schedule with zero hassle.,4,1,Services & Professional,True
REV-084595,Reliable and trustworthy team for our home AC repair. The courteous communication is exceptional! Finished ahead of schedule with zero hassle.,4,1,Services & Professional,True
REV-090958,One star! The shoddy workmanship of this car detailing is horrific. Scam alert! Had a horrific experience with the. Owner threatened us when we asked for a revised invoice.,2,0,Services & Professional,True
REV-047703,Grilled steak review: Inviting atmosphere. Had an unforgettable evening enjoying the. Already planning our next reservation here.,4,1,Hospitality & Food,True
REV-006478,One star! The frayed seams of this t-shirt is horrific. Total regret buying this. Returning this immediately.,1,0,Retail & Apparel,True
REV-059663,"Really happy with the wireless headphones. It offers snappy processing speed, and well worth the investment for daily remote work.",5,1,Consumer Tech & Electronics,True
REV-042067,Seafood platter review: Inviting atmosphere. We were blown away by the. The staff made our anniversary feel truly special.,5,1,Hospitality & Food,True
REV-011543,Running sneakers review: Breathable texture. Purchased this last week and couldn't be happier with the. Got so many compliments wearing this.,4,1,Retail & Apparel,False
REV-051253,Mechanical keyboard review: Long battery life. Extremely pleased with the high speed and. Well worth the investment for daily remote work.,5,1,Consumer Tech & Electronics,True
REV-001022,Stay away from this cotton hoodie. Encountered bad odor. Save your cash and look elsewhere.,1,0,Retail & Apparel,True
REV-073195,Webcam review: Crystal clear display. Best tech purchase of the year is definitely this. Battery lasts two full days on a single charge.,5,1,Consumer Tech & Electronics,True
REV-013893,I am genuinely impressed by this cotton hoodie. The perfect fit is exceptional! Highly recommend to anyone looking for comfort and style.,4,1,Retail & Apparel,True
REV-077171,Reliable and trustworthy team for our oil change service. The punctual arrival is exceptional! Consistently dependable service.,5,1,Services & Professional,False
REV-062731,Top tier hardware! The bluetooth speaker. The long battery life is exceptional! Battery lasts two full days on a single charge.,4,1,Consumer Tech & Electronics,False
REV-082882,One star! The left a huge mess behind of this haircut and styling is horrific. Scam alert! Had a horrific experience with the. Refused to take responsibility for property damage.,2,0,Services & Professional,False
REV-036118,Worst dinner in a long time with the cozy suite. The horrible waiting time is unacceptable. Left hungry and frustrated after paying a fortune.,1,0,Hospitality & Food,False
REV-029665,Truffle pasta review: Tender and juicy. Had an unforgettable evening enjoying the. The chef really knows what they are doing!,5,1,Hospitality & Food,False
REV-095624,One star! The two hour late arrival of this home AC repair is horrific. Scam alert! Had a horrific experience with the. Still waiting for a callback two weeks later.,1,0,Services & Professional,True
REV-024104,Do not recommend this wool sweater at all. Suffers from completely inaccurate sizing. Fell apart after the very first wash.,2,0,Retail & Apparel,True
REV-021825,Handbag review: Premium finish. Hands down the best. Got so many compliments wearing this.,4,1,Retail & Apparel,True
REV-063550,"One star! The constant bluetooth dropouts of this portable power bank is horrific. Died after two weeks of normal use, especially the. Overheats dangerously during moderate usage.",2,0,Consumer Tech & Electronics,False
REV-085905,Accounting consultation review: Courteous communication. Seamless and smooth experience with the. Consistently dependable service.,5,1,Services & Professional,True
REV-074558,Unreliable and frustrating experience with the ultrabook laptop. The flimsy plastic casing is unacceptable. Overheats dangerously during moderate usage.,1,0,Consumer Tech & Electronics,True
REV-077808,Stay away from this car detailing. Encountered shoddy workmanship. Unacceptable incompetence from start to finish.,2,0,Services & Professional,False
REV-073224,One star! The flimsy plastic casing of this external SSD is horrific. Defective product straight out of the box with the. Fails to hold any charge after a month.,2,0,Consumer Tech & Electronics,True
REV-097631,Five stars! The expert craftsmanship of this pest control treatment blew me away. Could not have asked for better service regarding the and fair quote with no surprise fees at the end.,5,1,Services & Professional,True
REV-005553,"Really happy with the skinny jeans. It offers flawless stitching, and got so many compliments wearing this.",5,1,Retail & Apparel,True
REV-040122,Worst dinner in a long time with the cocktail selection. The sticky tables is unacceptable. The manager argued with us when we complained.,2,0,Hospitality & Food,True
REV-041823,"Really happy with the truffle pasta. It offers inviting atmosphere, and the staff made our anniversary feel truly special.",4,1,Hospitality & Food,True
REV-061467,Five stars! The snappy processing speed of this bluetooth speaker blew me away. Best tech purchase of the year is definitely this and well worth the investment for daily remote work.,5,1,Consumer Tech & Electronics,True
REV-030521,Five stars! The tender and juicy of this hotel room blew me away. Had an unforgettable evening enjoying the and the chef really knows what they are doing!,4,1,Hospitality & Food,True
REV-002239,"Really happy with the running sneakers. It offers perfect fit, and will definitely order another color soon.",4,1,Retail & Apparel,True
REV-000530,Stay away from this skinny jeans. Encountered faded dye. Returning this immediately.,1,0,Retail & Apparel,True
REV-026317,"Really happy with the margherita pizza. It offers warm and attentive service, and will be recommending to all our friends and family.",5,1,Hospitality & Food,False
REV-073191,Flawless daily driver with an awesome ultrabook laptop. The seamless connectivity is exceptional! Battery lasts two full days on a single charge.,5,1,Consumer Tech & Electronics,True
REV-022676,Terrible craftsmanship on the skinny jeans. The thin cloth is unacceptable. Fell apart after the very first wash.,2,0,Retail & Apparel,True
REV-071608,Unreliable and frustrating experience with the bluetooth speaker. The dead pixels on arrival is unacceptable. Flimsy cable broke on day three.,2,0,Consumer Tech & Electronics,True
REV-066376,Stay away from this bluetooth speaker. Encountered buggy companion software. Tech support was unresponsive and voided the warranty.,2,0,Consumer Tech & Electronics,False
REV-009468,Extremely disappointed with this handbag. The loose threads is unacceptable. The sizing chart is completely misleading.,1,0,Retail & Apparel,True
REV-087703,Five stars! The punctual arrival of this pest control treatment blew me away. Reliable and trustworthy team for our and consistently dependable service.,5,1,Services & Professional,True
REV-034274,Do not recommend this seafood platter at all. Suffers from stale bread. The manager argued with us when we complained.,2,0,Hospitality & Food,True
REV-043078,One star! The bland taste of this seafood platter is horrific. Such a huge letdown regarding the. Completely ruined our evening.,2,0,Hospitality & Food,True
REV-053297,"Really happy with the mechanical keyboard. It offers long battery life, and battery lasts two full days on a single charge.",4,1,Consumer Tech & Electronics,False
REV-062463,Best tech purchase of the year is definitely this portable power bank. The instant pairing is exceptional! Fast shipping and solid protective packaging.,4,1,Consumer Tech & Electronics,False
REV-006793,"Really happy with the running sneakers. It offers premium finish, and will definitely order another color soon.",5,1,Retail & Apparel,False
REV-005523,Running sneakers review: Comfortable lining. Hands down the best. Highly recommend to anyone looking for comfort and style.,5,1,Retail & Apparel,True
REV-030635,Five stars! The prompt delivery of this smash burger blew me away. Had an unforgettable evening enjoying the and the staff made our anniversary feel truly special.,4,1,Hospitality & Food,True
REV-077893,Moving service review: Courteous communication. Could not have asked for better service regarding the. Finished ahead of schedule with zero hassle.,5,1,Services & Professional,False
REV-087043,Seamless and smooth experience with the dental cleaning. The courteous communication is exceptional! Finished ahead of schedule with zero hassle.,5,1,Services & Professional,True
REV-082301,"Really happy with the lawn maintenance. It offers tidy clean up after job, and polite technicians who respected our home.",4,1,Services & Professional,True
REV-071903,Incredible performance and reliability from this tablet. The instant pairing is exceptional! Build quality feels very premium.,4,1,Consumer Tech & Electronics,False
REV-057915,"Really happy with the ultrabook laptop. It offers snappy processing speed, and syncs seamlessly across all my devices.",4,1,Consumer Tech & Electronics,False
REV-092630,Do not recommend this oil change service at all. Suffers from unclear billing. Unacceptable incompetence from start to finish.,2,0,Services & Professional,True
REV-027608,Stay away from this sushi platter. Encountered freezing cold food. The manager argued with us when we complained.,1,0,Hospitality & Food,True
REV-048032,Do not recommend this grilled steak at all. Suffers from overpriced bill. Left hungry and frustrated after paying a fortune.,2,0,Hospitality & Food,True
REV-094278,One star! The damaged my property of this moving service is horrific. Overcharged by hundreds for an unfinished. Still waiting for a callback two weeks later.,2,0,Services & Professional,False
REV-049310,Waited over an hour only to receive terrible grilled steak. The sticky tables is unacceptable. Left hungry and frustrated after paying a fortune.,1,0,Hospitality & Food,True
REV-036612,Do not recommend this hotel room at all. Suffers from bland taste. Dirty glasses and unhygienic restrooms.,1,0,Hospitality & Food,True
REV-083249,Seamless and smooth experience with the roof inspection. The thorough inspection is exceptional! Polite technicians who respected our home.,4,1,Services & Professional,True
REV-048452,Do not recommend this smash burger at all. Suffers from stale bread. Several in our party suffered food poisoning.,1,0,Hospitality & Food,True
REV-066029,Tablet review: Long battery life. Extremely pleased with the high speed and. Fast shipping and solid protective packaging.,5,1,Consumer Tech & Electronics,True
REV-091377,Dental cleaning review: Professional advice. Highly impressed with the professionalism during the. Polite technicians who respected our home.,4,1,Services & Professional,True
REV-031253,Five stars! The inviting atmosphere of this truffle pasta blew me away. Delicious meal! Loved the and the chef really knows what they are doing!,5,1,Hospitality & Food,True
REV-065427,Bluetooth speaker review: Deep rich bass. Incredible performance and reliability from this. Well worth the investment for daily remote work.,5,1,Consumer Tech & Electronics,True
REV-075434,Disaster of a service call regarding the pest control treatment. The hidden extra fees is unacceptable. Unacceptable incompetence from start to finish.,1,0,Services & Professional,False
REV-014095,Hands down the best cardigan. The flawless stitching is exceptional! Got so many compliments wearing this.,4,1,Retail & Apparel,True
REV-067532,One star! The buggy companion software of this ultrabook laptop is horrific. Unreliable and frustrating experience with the. Fails to hold any charge after a month.,2,0,Consumer Tech & Electronics,True
REV-058326,Stay away from this tablet. Encountered overheating issues. Fails to hold any charge after a month.,1,0,Consumer Tech & Electronics,True
REV-034967,"Really happy with the seafood platter. It offers warm and attentive service, and the chef really knows what they are doing!",4,1,Hospitality & Food,True
REV-094805,Haircut and styling review: Tidy clean up after job. Could not have asked for better service regarding the. Fair quote with no surprise fees at the end.,5,1,Services & Professional,True
REV-023843,Five stars! The breathable texture of this leather boots blew me away. Exceeded my expectations regarding the and got so many compliments wearing this.,4,1,Retail & Apparel,False
REV-038980,Horrendous management and inedible truffle pasta. The stale bread is unacceptable. Dirty glasses and unhygienic restrooms.,1,0,Hospitality & Food,True
REV-070287,Bluetooth speaker review: Ultra quiet cooling. Best tech purchase of the year is definitely this. Build quality feels very premium.,5,1,Consumer Tech & Electronics,True
REV-025704,Stay away from this cocktail selection. Encountered horrible waiting time. Several in our party suffered food poisoning.,1,0,Hospitality & Food,True
REV-093467,Dental cleaning review: Expert craftsmanship. Seamless and smooth experience with the. Polite technicians who respected our home.,4,1,Services & Professional,True
REV-016337,"Really happy with the wool sweater. It offers comfortable lining, and got so many compliments wearing this.",5,1,Retail & Apparel,True
REV-051523,Wireless headphones review: Instant pairing. Flawless daily driver with an awesome. Build quality feels very premium.,5,1,Consumer Tech & Electronics,True
REV-051059,Incredible performance and reliability from this webcam. The deep rich bass is exceptional! Well worth the investment for daily remote work.,4,1,Consumer Tech & Electronics,True
REV-078922,Stay away from this car detailing. Encountered unresolved underlying issue. Still waiting for a callback two weeks later.,1,0,Services & Professional,True
REV-061835,"Really happy with the smartwatch. It offers long battery life, and syncs seamlessly across all my devices.",4,1,Consumer Tech & Electronics,False
REV-011905,T-shirt review: Flawless stitching. Exceeded my expectations regarding the. Got so many compliments wearing this.,5,1,Retail & Apparel,True
REV-056331,Flawless daily driver with an awesome mechanical keyboard. The ultra quiet cooling is exceptional! Syncs seamlessly across all my devices.,5,1,Consumer Tech & Electronics,True
REV-019152,Do not recommend this cardigan at all. Suffers from completely inaccurate sizing. Fell apart after the very first wash.,2,0,Retail & Apparel,True
REV-063686,"Died after two weeks of normal use, especially the fast charger. The flimsy plastic casing is unacceptable. Overheats dangerously during moderate usage.",2,0,Consumer Tech & Electronics,True
REV-074327,Upgraded from my old device to this smartwatch. The crystal clear display is exceptional! Syncs seamlessly across all my devices.,4,1,Consumer Tech & Electronics,True
REV-024589,Super happy with the quality of the skinny jeans. The flawless stitching is exceptional! Will definitely order another color soon.,4,1,Retail & Apparel,True
REV-033741,Five stars! The fresh ingredients of this sushi platter blew me away. Consistently the top spot in town for and a delightful culinary experience.,4,1,Hospitality & Food,True
REV-086046,Stay away from this dry cleaning. Encountered disrespectful attitude. Had to hire a second company to fix their mistakes.,1,0,Services & Professional,True
REV-053461,Five stars! The long battery life of this fast charger blew me away. Best tech purchase of the year is definitely this and well worth the investment for daily remote work.,5,1,Consumer Tech & Electronics,True
REV-034716,Horrendous management and inedible cozy suite. The freezing cold food is unacceptable. The manager argued with us when we complained.,2,0,Hospitality & Food,True
REV-024131,Running sneakers review: Premium finish. Super happy with the quality of the. Arrived fast and fits true to size.,4,1,Retail & Apparel,True
REV-018148,Do not recommend this winter jacket at all. Suffers from bad odor. Customer service refused to offer an exchange.,2,0,Retail & Apparel,True
REV-081449,Roof inspection review: Quick turnaround time. Top notch workmanship provided for the. Fair quote with no surprise fees at the end.,4,1,Services & Professional,True
REV-091135,Plumbing repair review: Punctual arrival. Reliable and trustworthy team for our. Fair quote with no surprise fees at the end.,4,1,Services & Professional,True
REV-000265,"Really happy with the raincoat. It offers breathable texture, and worth every single penny.",5,1,Retail & Apparel,True
REV-074543,Webcam review: Snappy processing speed. Flawless daily driver with an awesome. Well worth the investment for daily remote work.,4,1,Consumer Tech & Electronics,True
REV-044549,Margherita pizza review: Fresh ingredients. A five star experience from start to finish with the. A delightful culinary experience.,5,1,Hospitality & Food,True
REV-068748,Complete waste of cash regarding the external SSD. The laggy performance is unacceptable. Tech support was unresponsive and voided the warranty.,2,0,Consumer Tech & Electronics,False
REV-037048,Stay away from this craft coffee. Encountered sticky tables. Completely ruined our evening.,2,0,Hospitality & Food,False
REV-010525,"Really happy with the winter jacket. It offers vibrant color, and highly recommend to anyone looking for comfort and style.",5,1,Retail & Apparel,True
REV-057922,Stay away from this portable power bank. Encountered laggy performance. Tech support was unresponsive and voided the warranty.,2,0,Consumer Tech & Electronics,False
REV-027328,Do not recommend this cozy suite at all. Suffers from stale bread. Completely ruined our evening.,2,0,Hospitality & Food,False
REV-091404,Do not recommend this oil change service at all. Suffers from left a huge mess behind. Had to hire a second company to fix their mistakes.,1,0,Services & Professional,True
REV-042533,Hotel room review: Spotless cleanliness. Delicious meal! Loved the. Will be recommending to all our friends and family.,5,1,Hospitality & Food,True
REV-027559,"Really happy with the cocktail selection. It offers bursting with flavor, and will be recommending to all our friends and family.",5,1,Hospitality & Food,True
REV-088854,Do not recommend this lawn maintenance at all. Suffers from unresolved underlying issue. Still waiting for a callback two weeks later.,1,0,Services & Professional,True
REV-001992,Do not recommend this raincoat at all. Suffers from loose threads. Returning this immediately.,2,0,Retail & Apparel,True
REV-099798,Disaster of a service call regarding the roof inspection. The hidden extra fees is unacceptable. Refused to take responsibility for property damage.,2,0,Services & Professional,True
REV-018112,Stay away from this leather boots. Encountered frayed seams. Fell apart after the very first wash.,1,0,Retail & Apparel,True
REV-029439,Breakfast buffet review: Inviting atmosphere. A five star experience from start to finish with the. Will be recommending to all our friends and family.,5,1,Hospitality & Food,True
REV-000141,"Really happy with the t-shirt. It offers breathable texture, and worth every single penny.",5,1,Retail & Apparel,True
REV-075662,Do not recommend this moving service at all. Suffers from unclear billing. Unacceptable incompetence from start to finish.,1,0,Services & Professional,True
REV-093745,Five stars! The thorough inspection of this haircut and styling blew me away. Seamless and smooth experience with the and fair quote with no surprise fees at the end.,5,1,Services & Professional,True
REV-031293,Truffle pasta review: Spotless cleanliness. Had an unforgettable evening enjoying the. The staff made our anniversary feel truly special.,5,1,Hospitality & Food,True
REV-090230,Stay away from this plumbing repair. Encountered hidden extra fees. Still waiting for a callback two weeks later.,2,0,Services & Professional,False
REV-017171,Handbag review: Vibrant color. Super happy with the quality of the. Worth every single penny.,4,1,Retail & Apparel,True
REV-060997,Five stars! The deep rich bass of this smartwatch blew me away. Top tier hardware! The and syncs seamlessly across all my devices.,5,1,Consumer Tech & Electronics,True
REV-066567,Best tech purchase of the year is definitely this wireless headphones. The seamless connectivity is exceptional! Syncs seamlessly across all my devices.,5,1,Consumer Tech & Electronics,True
REV-098234,Unprofessional and incompetent team doing the oil change service. The left a huge mess behind is unacceptable. Still waiting for a callback two weeks later.,2,0,Services & Professional,True
REV-030681,Delicious meal! Loved the truffle pasta. The prompt delivery is exceptional! A delightful culinary experience.,4,1,Hospitality & Food,True
REV-074296,Stay away from this fast charger. Encountered distorted microphone sound. Tech support was unresponsive and voided the warranty.,2,0,Consumer Tech & Electronics,True
REV-080158,Stay away from this lawn maintenance. Encountered left a huge mess behind. Unacceptable incompetence from start to finish.,2,0,Services & Professional,True
REV-072911,Extremely pleased with the high speed and noise cancelling earbuds. The seamless connectivity is exceptional! Battery lasts two full days on a single charge.,5,1,Consumer Tech & Electronics,True
REV-095596,Stay away from this roof inspection. Encountered shoddy workmanship. Refused to take responsibility for property damage.,1,0,Services & Professional,True
REV-038164,Stay away from this cocktail selection. Encountered sticky tables. Left hungry and frustrated after paying a fortune.,1,0,Hospitality & Food,True
REV-023935,Exceeded my expectations regarding the winter jacket. The premium finish is exceptional! Worth every single penny.,4,1,Retail & Apparel,True
REV-074595,Top tier hardware! The ultrabook laptop. The crystal clear display is exceptional! Fast shipping and solid protective packaging.,4,1,Consumer Tech & Electronics,True
REV-083624,One star! The two hour late arrival of this oil change service is horrific. Scam alert! Had a horrific experience with the. Still waiting for a callback two weeks later.,2,0,Services & Professional,True
REV-044176,Never coming back here due to the sushi platter. The overpriced bill is unacceptable. Completely ruined our evening.,1,0,Hospitality & Food,True
REV-074431,"Really happy with the webcam. It offers deep rich bass, and fast shipping and solid protective packaging.",4,1,Consumer Tech & Electronics,True
REV-039681,Five stars! The fresh ingredients of this seafood platter blew me away. A five star experience from start to finish with the and already planning our next reservation here.,5,1,Hospitality & Food,False
REV-008335,Wool sweater review: Premium finish. Exceeded my expectations regarding the. Arrived fast and fits true to size.,4,1,Retail & Apparel,True
REV-074373,Extremely pleased with the high speed and bluetooth speaker. The crystal clear display is exceptional! Well worth the investment for daily remote work.,4,1,Consumer Tech & Electronics,True
REV-089295,Top notch workmanship provided for the dry cleaning. The thorough inspection is exceptional! Fair quote with no surprise fees at the end.,4,1,Services & Professional,True
REV-087197,"Really happy with the accounting consultation. It offers professional advice, and will be our go-to contractor from now on.",5,1,Services & Professional,False
REV-079849,"Really happy with the dry cleaning. It offers professional advice, and consistently dependable service.",5,1,Services & Professional,True
REV-033043,Delicious meal! Loved the smash burger. The prompt delivery is exceptional! Already planning our next reservation here.,4,1,Hospitality & Food,True
REV-098101,Honest and efficient crew handling the pest control treatment. The tidy clean up after job is exceptional! Polite technicians who respected our home.,5,1,Services & Professional,False
REV-033286,One star! The sticky tables of this hotel room is horrific. Awful dining experience centered around the. Several in our party suffered food poisoning.,1,0,Hospitality & Food,True
REV-012900,"Arrived in awful condition, particularly the t-shirt. The thin cloth is unacceptable. Returning this immediately.",2,0,Retail & Apparel,True
REV-027055,Had an unforgettable evening enjoying the craft coffee. The bursting with flavor is exceptional! The staff made our anniversary feel truly special.,5,1,Hospitality & Food,True
REV-028096,Stay away from this grilled steak. Encountered unbearable noise. The manager argued with us when we complained.,1,0,Hospitality & Food,True
REV-005837,Five stars! The flawless stitching of this running sneakers blew me away. Purchased this last week and couldn't be happier with the and highly recommend to anyone looking for comfort and style.,5,1,Retail & Apparel,True
REV-009524,One star! The completely inaccurate sizing of this raincoat is horrific. Terrible craftsmanship on the. Customer service refused to offer an exchange.,1,0,Retail & Apparel,False
REV-033569,"Really happy with the craft coffee. It offers tender and juicy, and a delightful culinary experience.",5,1,Hospitality & Food,True
REV-088982,Do not recommend this oil change service at all. Suffers from damaged my property. Had to hire a second company to fix their mistakes.,1,0,Services & Professional,True
REV-053931,Wireless headphones review: Seamless connectivity. Flawless daily driver with an awesome. Battery lasts two full days on a single charge.,4,1,Consumer Tech & Electronics,True
REV-094515,Five stars! The tidy clean up after job of this lawn maintenance blew me away. Reliable and trustworthy team for our and polite technicians who respected our home.,4,1,Services & Professional,False
REV-002899,"Really happy with the running sneakers. It offers soft fabric, and will definitely order another color soon.",4,1,Retail & Apparel,False
REV-093529,Accounting consultation review: Thorough inspection. Could not have asked for better service regarding the. Will be our go-to contractor from now on.,4,1,Services & Professional,True
REV-012124,"Arrived in awful condition, particularly the cotton hoodie. The loose threads is unacceptable. Customer service refused to offer an exchange.",1,0,Retail & Apparel,True
REV-083340,Completely butchered the job during the oil change service. The shoddy workmanship is unacceptable. Owner threatened us when we asked for a revised invoice.,2,0,Services & Professional,True
REV-068987,Five stars! The sturdy aluminum build of this ultrabook laptop blew me away. Extremely pleased with the high speed and and battery lasts two full days on a single charge.,4,1,Consumer Tech & Electronics,False
REV-056085,Five stars! The snappy processing speed of this external SSD blew me away. Flawless daily driver with an awesome and syncs seamlessly across all my devices.,5,1,Consumer Tech & Electronics,True
REV-064379,Extremely pleased with the high speed and ultrabook laptop. The deep rich bass is exceptional! Battery lasts two full days on a single charge.,4,1,Consumer Tech & Electronics,True
REV-028022,Do not recommend this truffle pasta at all. Suffers from stale bread. Completely ruined our evening.,2,0,Hospitality & Food,False
REV-088815,"Really happy with the plumbing repair. It offers thorough inspection, and will be our go-to contractor from now on.",4,1,Services & Professional,False
REV-072760,Do not recommend this noise cancelling earbuds at all. Suffers from laggy performance. Fails to hold any charge after a month.,1,0,Consumer Tech & Electronics,True
REV-039393,Seafood platter review: Warm and attentive service. Delicious meal! Loved the. Already planning our next reservation here.,4,1,Hospitality & Food,True
REV-065632,Stay away from this fast charger. Encountered terrible battery drain. Flimsy cable broke on day three.,2,0,Consumer Tech & Electronics,True
REV-064761,Five stars! The snappy processing speed of this external SSD blew me away. Upgraded from my old device to this and build quality feels very premium.,5,1,Consumer Tech & Electronics,False
REV-079174,One star! The hidden extra fees of this roof inspection is horrific. Unprofessional and incompetent team doing the. Had to hire a second company to fix their mistakes.,1,0,Services & Professional,True
REV-024591,Super happy with the quality of the silk dress. The premium finish is exceptional! Will definitely order another color soon.,4,1,Retail & Apparel,True
REV-084803,Could not have asked for better service regarding the dental cleaning. The expert craftsmanship is exceptional! Polite technicians who respected our home.,5,1,Services & Professional,False
REV-064213,Incredible performance and reliability from this noise cancelling earbuds. The long battery life is exceptional! Battery lasts two full days on a single charge.,4,1,Consumer Tech & Electronics,False
REV-087660,Stay away from this moving service. Encountered unresolved underlying issue. Refused to take responsibility for property damage.,1,0,Services & Professional,True
REV-071386,Stay away from this bluetooth speaker. Encountered terrible battery drain. Flimsy cable broke on day three.,2,0,Consumer Tech & Electronics,True
REV-016294,Zero stars if I could for this wool sweater. The itchy material is unacceptable. Save your cash and look elsewhere.,1,0,Retail & Apparel,True
REV-056260,Do not recommend this ultrabook laptop at all. Suffers from terrible battery drain. Fails to hold any charge after a month.,2,0,Consumer Tech & Electronics,True
REV-054048,One star! The distorted microphone sound of this tablet is horrific. Defective product straight out of the box with the. Fails to hold any charge after a month.,1,0,Consumer Tech & Electronics,True
REV-091546,Completely butchered the job during the accounting consultation. The unresolved underlying issue is unacceptable. Had to hire a second company to fix their mistakes.,2,0,Services & Professional,True
REV-087139,"Really happy with the home AC repair. It offers expert craftsmanship, and fair quote with no surprise fees at the end.",5,1,Services & Professional,True
REV-045093,Delicious meal! Loved the breakfast buffet. The fresh ingredients is exceptional! Already planning our next reservation here.,4,1,Hospitality & Food,True
REV-081128,Stay away from this plumbing repair. Encountered hidden extra fees. Owner threatened us when we asked for a revised invoice.,1,0,Services & Professional,False
REV-073189,"Really happy with the wireless headphones. It offers seamless connectivity, and fast shipping and solid protective packaging.",5,1,Consumer Tech & Electronics,True
REV-046520,Worst dinner in a long time with the sushi platter. The stale bread is unacceptable. Completely ruined our evening.,2,0,Hospitality & Food,True
REV-028592,Do not recommend this margherita pizza at all. Suffers from stale bread. Completely ruined our evening.,1,0,Hospitality & Food,False
REV-084918,One star! The shoddy workmanship of this dry cleaning is horrific. Disaster of a service call regarding the. Still waiting for a callback two weeks later.,1,0,Services & Professional,True
REV-065738,Stay away from this ultrabook laptop. Encountered distorted microphone sound. Fails to hold any charge after a month.,2,0,Consumer Tech & Electronics,True
REV-060474,Stay away from this external SSD. Encountered terrible battery drain. Flimsy cable broke on day three.,2,0,Consumer Tech & Electronics,True
REV-078411,Oil change service review: Courteous communication. Top notch workmanship provided for the. Polite technicians who respected our home.,4,1,Services & Professional,True
REV-063426,One star! The distorted microphone sound of this portable power bank is horrific. Complete waste of cash regarding the. Tech support was unresponsive and voided the warranty.,2,0,Consumer Tech & Electronics,True
REV-010960,Do not recommend this cardigan at all. Suffers from frayed seams. Returning this immediately.,2,0,Retail & Apparel,True
REV-079598,Do not recommend this plumbing repair at all. Suffers from shoddy workmanship. Had to hire a second company to fix their mistakes.,2,0,Services & Professional,True
REV-076637,"Really happy with the dental cleaning. It offers courteous communication, and fair quote with no surprise fees at the end.",4,1,Services & Professional,True
REV-071550,Stay away from this noise cancelling earbuds. Encountered dead pixels on arrival. Fails to hold any charge after a month.,1,0,Consumer Tech & Electronics,True
REV-030548,Stay away from this tasting menu. Encountered sticky tables. The manager argued with us when we complained.,1,0,Hospitality & Food,False
REV-018546,Do not recommend this cardigan at all. Suffers from itchy material. Fell apart after the very first wash.,1,0,Retail & Apparel,True
REV-096384,Do not recommend this dry cleaning at all. Suffers from shoddy workmanship. Refused to take responsibility for property damage.,2,0,Services & Professional,False
REV-021430,Total regret buying this silk dress. The bad odor is unacceptable. Returning this immediately.,2,0,Retail & Apparel,True
REV-098150,One star! The shoddy workmanship of this moving service is horrific. Unprofessional and incompetent team doing the. Owner threatened us when we asked for a revised invoice.,1,0,Services & Professional,False
REV-011125,Great addition to my wardrobe! The leather boots. The flawless stitching is exceptional! Arrived fast and fits true to size.,4,1,Retail & Apparel,True
REV-007753,Five stars! The comfortable lining of this raincoat blew me away. Super happy with the quality of the and got so many compliments wearing this.,4,1,Retail & Apparel,False
REV-010466,One star! The loose threads of this leather boots is horrific. Zero stars if I could for this. Returning this immediately.,2,0,Retail & Apparel,True
REV-013626,Extremely disappointed with this t-shirt. The itchy material is unacceptable. The sizing chart is completely misleading.,1,0,Retail & Apparel,False
REV-044851,Truffle pasta review: Bursting with flavor. Consistently the top spot in town for. The staff made our anniversary feel truly special.,4,1,Hospitality & Food,False
REV-057247,Wireless headphones review: Sturdy aluminum build. Flawless daily driver with an awesome. Battery lasts two full days on a single charge.,4,1,Consumer Tech & Electronics,True
